start,goal,range,[our]_reached_goal_global_pick,[our]_path_cost_global_pick,[our]_reached_goal_neighbor_pick, [our]_path_cost_neighbor_pick,[RRTX]_reached_goal,[RRTX]_path_cost
"(0, 0)","(20, 20)",10,True,125.80029548080019,True,130.78082381456656,False,544.2716450541701
"(0, 0)","(20, 20)",15,True,131.82497472197545,True,192.11390168028356,True,38.26539010254331
"(0, 0)","(20, 20)",20,True,35.38953213302602,True,35.38953213302602,True,30.973074899788973
"(0, 0)","(20, 20)",25,True,153.25718585639808,True,372.90493940283704,True,35.60301808809953
"(0, 0)","(20, 20)",30,True,106.43335359229592,True,269.3123692361119,True,31.123640608562457
"(0, 0)","(20, 30)",10,True,43.76893335256816,True,43.76893335256816,True,40.51112321503909
"(0, 0)","(20, 30)",15,True,37.86877459298689,True,37.86877459298689,True,42.97559112125373
"(0, 0)","(20, 30)",20,True,43.22843345299124,True,43.22843345299124,True,43.04374898304506
"(0, 0)","(20, 30)",25,False,6329.402088606846,False,4135.8001069084,True,40.47143234456415
"(0, 0)","(20, 30)",30,True,114.62978953000028,True,322.6286664837354,True,37.905569663860966
"(0, 0)","(20, 50)",10,True,87.10305954054947,True,87.10305954054947,True,58.84786976731447
"(0, 0)","(20, 50)",15,True,109.04037131831171,True,109.04037131831171,False,175.83661834336442
"(0, 0)","(20, 50)",20,True,119.65686037724784,True,119.65686037724784,True,73.70721145258324
"(0, 0)","(20, 50)",25,True,78.82040207203389,True,78.82040207203389,True,94.4833039360746
"(0, 0)","(20, 50)",30,False,5127.002781978011,False,4733.552850541496,True,85.14880887003682
"(0, 0)","(20, 60)",10,True,126.55265373095733,True,126.55265373095733,True,190.90463808321664
"(0, 0)","(20, 60)",15,True,81.60968701633408,True,81.60968701633408,True,93.75080599476374
"(0, 0)","(20, 60)",20,True,99.23114630346885,True,99.23114630346885,True,464.78454864369616
"(0, 0)","(20, 60)",25,True,88.21988456931187,True,88.21988456931187,True,104.04854261585723
"(0, 0)","(20, 60)",30,True,97.38649570629364,True,97.38649570629364,True,81.53054049052639
"(0, 0)","(30, 40)",10,True,62.54146514858863,True,62.54146514858863,True,51.60441705727925
"(0, 0)","(30, 40)",15,True,51.767128766960084,True,51.767128766960084,False,432.7651164263557
"(0, 0)","(30, 40)",20,False,4760.6289626769785,False,3963.8624296453518,True,58.08989654267683
"(0, 0)","(30, 40)",25,False,6108.631340006198,False,5602.53250791516,True,57.462354807688165
"(0, 0)","(30, 40)",30,True,161.79076452998245,True,717.751264465789,True,52.997600472606095
"(0, 0)","(30, 60)",10,True,211.62420488903388,True,211.62420488903388,True,257.85650819837554
"(0, 0)","(30, 60)",15,True,140.26306916197987,True,140.26306916197987,False,141.59569333779422
"(0, 0)","(30, 60)",20,True,200.71636134566825,True,200.71636134566825,True,90.75978671969303
"(0, 0)","(30, 60)",25,True,127.96604808302236,True,127.96604808302236,True,110.41564729596277
"(0, 0)","(30, 60)",30,True,101.17801666353822,True,101.17801666353822,True,112.71671471830093
"(0, 0)","(30, 90)",10,True,403.7153965906088,True,365.20824495898523,True,497.9307781554296
"(0, 0)","(30, 90)",15,True,218.5933188397327,True,218.5933188397327,True,262.9639407573586
"(0, 0)","(30, 90)",20,True,221.95684449268072,True,221.95684449268072,True,170.9235387354431
"(0, 0)","(30, 90)",25,True,204.4854492560761,True,204.4854492560761,True,180.8996319918241
"(0, 0)","(30, 90)",30,True,270.29399660969375,True,198.14938011589612,True,135.68698331549666
"(0, 0)","(40, 40)",10,True,457.9776661955915,True,457.9776661955915,True,195.7657320005487
"(0, 0)","(40, 40)",15,True,435.4664643275811,True,482.01528950234075,False,549.8031837977594
"(0, 0)","(40, 40)",20,True,285.4461821661957,True,324.05594326346585,True,484.5999800428631
"(0, 0)","(40, 40)",25,False,5795.179425790807,False,5094.952697681165,True,291.23643362798015
"(0, 0)","(40, 40)",30,True,459.2842795629971,True,621.4683279708016,True,129.54735398645872
"(0, 0)","(40, 50)",10,True,457.43022490868344,True,475.45075306399036,True,226.53291998126122
"(0, 0)","(40, 50)",15,True,478.3641546300198,True,526.6377785026389,False,550.8775775253033
"(0, 0)","(40, 50)",20,True,301.61559007942634,True,301.61559007942634,True,158.32245546170728
"(0, 0)","(40, 50)",25,True,121.26495322745998,True,121.26495322745998,True,146.37303012224316
"(0, 0)","(40, 50)",30,True,197.40993231329986,True,820.1512448570182,True,122.22264356501337
"(0, 0)","(40, 70)",10,True,578.0890006620115,True,464.0141378245083,True,500.6471028363371
"(0, 0)","(40, 70)",15,True,292.63493029495686,True,288.6627482468724,True,295.82261877329046
"(0, 0)","(40, 70)",20,True,380.220688478965,True,380.220688478965,True,254.9857673706795
"(0, 0)","(40, 70)",25,True,348.96722586751645,True,352.1168988307082,True,234.48095205654272
"(0, 0)","(40, 70)",30,True,459.26035344373315,True,574.7564065539117,True,198.3304027242302
"(0, 0)","(40, 80)",10,True,560.4356025948222,True,473.92128802705844,True,304.2710221627639
"(0, 0)","(40, 80)",15,True,441.77540298538844,True,396.44356996029916,False,569.3759353746376
"(0, 0)","(40, 80)",20,True,451.3967111872313,True,460.5339533862704,True,296.93389108538014
"(0, 0)","(40, 80)",25,True,308.1126428155604,True,192.26178092734366,True,232.8067332798423
"(0, 0)","(40, 80)",30,True,363.01036124774186,True,439.2393058789049,True,164.2001884514844
"(0, 0)","(50, 20)",10,True,6533.783931676392,True,3653.5571506917163,False,233.84479466481417
"(0, 0)","(50, 20)",15,True,3812.047712917115,True,2712.462717073937,False,392.78980445279063
"(0, 0)","(50, 20)",20,True,4753.155686874692,True,3241.139786098769,True,325.8945338740247
"(0, 0)","(50, 20)",25,False,7286.440203106076,False,4486.585123010744,True,351.53416593937186
"(0, 0)","(50, 20)",30,False,4728.231687367073,False,4455.51930980086,False,414.1269886000055
"(0, 0)","(50, 40)",10,True,5206.977448412681,True,3118.9798745606276,False,552.8812905250973
"(0, 0)","(50, 40)",15,True,2696.2453337491866,True,567.4435618421559,False,558.2892368774905
"(0, 0)","(50, 40)",20,True,2065.7120374876704,True,1574.2858198845774,True,343.0349937236451
"(0, 0)","(50, 40)",25,True,2878.36889408114,False,5849.5129995882835,False,458.34054982437533
"(0, 0)","(50, 40)",30,False,5305.242389779958,False,4445.683198464651,True,126.32584127509983
"(0, 0)","(50, 50)",10,True,1746.1096962982185,True,548.7615029941638,True,241.98697269845852
"(0, 0)","(50, 50)",15,True,1213.8787491947473,True,769.2666040150181,True,453.0078438415169
"(0, 0)","(50, 50)",20,True,1683.6815929336738,True,619.0838875806432,True,356.14739047981493
"(0, 0)","(50, 50)",25,True,1032.0283500992682,False,5539.994992934021,True,326.63706175077004
"(0, 0)","(50, 50)",30,True,1060.4936456644732,True,1271.1450282787584,False,385.2949948476068
"(0, 0)","(60, 20)",10,True,4509.013384407044,True,2973.7558442740865,False,555.7047290835636
"(0, 0)","(60, 20)",15,True,3360.6247520529964,True,2137.841624066773,True,327.56055602820595
"(0, 0)","(60, 20)",20,True,3206.9756838784124,True,613.8573226915215,False,564.7980017529583
"(0, 0)","(60, 20)",25,False,4435.919235871263,False,4490.915438423995,True,300.2860224090892
"(0, 0)","(60, 20)",30,False,4421.501397484154,False,4805.846243508764,False,388.63488987934653
"(0, 0)","(60, 30)",10,True,4503.07296282958,True,2686.2720971933163,True,365.42057661642355
"(0, 0)","(60, 30)",15,True,2293.4165280250527,True,2873.5257927094367,True,536.0927921549272
"(0, 0)","(60, 30)",20,True,2307.1257324117737,True,1114.2735293477508,True,351.6729484160329
"(0, 0)","(60, 30)",25,True,1713.3292154802566,False,4694.49154317017,True,128.26654014045576
"(0, 0)","(60, 30)",30,False,4372.580637210884,False,3511.344713536582,True,297.63938226441684
"(0, 0)","(60, 50)",10,True,1310.973660865849,True,602.5928819551312,False,335.650307522893
"(0, 0)","(60, 50)",15,True,761.3670245596234,True,476.46254264298517,False,553.9730437845261
"(0, 0)","(60, 50)",20,True,1610.0879091561799,True,570.7504508812702,True,172.48673086233686
"(0, 0)","(60, 50)",25,False,4820.00237244504,False,4720.326475084489,True,296.7830664678169
"(0, 0)","(60, 50)",30,False,4156.747512598054,True,362.52274675277545,True,544.730090050502
"(0, 0)","(60, 60)",10,True,505.4577688471644,True,556.2890489794954,False,277.4378997183051
"(0, 0)","(60, 60)",15,True,723.1510894418238,True,410.34598750639964,True,175.63138809575028
"(0, 0)","(60, 60)",20,True,605.716186271184,True,425.04425123297483,True,295.6881565622712
"(0, 0)","(60, 60)",25,True,456.1090035558227,True,456.1090035558227,True,285.9850782361034
"(0, 0)","(60, 60)",30,True,496.52013594008986,True,311.19296000531546,True,160.09331408208251
"(0, 0)","(60, 70)",10,True,605.9472061487008,True,506.5507296506847,False,552.4777725293557
"(0, 0)","(60, 70)",15,True,427.4420931687815,True,427.4420931687815,True,175.22177494183643
"(0, 0)","(60, 70)",20,True,1000.0644520478705,True,1110.5713432323632,True,191.45919749793586
"(0, 0)","(60, 70)",25,True,351.2237136791432,True,351.2237136791432,True,250.49416935383434
"(0, 0)","(60, 70)",30,True,240.07335124488776,True,299.70353503924895,True,166.87019560189216
"(0, 0)","(60, 80)",10,True,578.2183834105307,True,581.6036190512805,True,430.65154672229255
"(0, 0)","(60, 80)",15,True,446.15863856892736,True,366.7037222266339,True,224.48341909061463
"(0, 0)","(60, 80)",20,True,369.4207303838035,True,369.4207303838035,True,309.68394415898933
"(0, 0)","(60, 80)",25,True,254.11970558272853,True,304.73093128601823,True,193.13486119676432
"(0, 0)","(60, 80)",30,True,329.56056394041076,True,329.56056394041076,True,176.88142522706767
"(0, 0)","(60, 90)",10,True,401.1177303581837,True,401.1177303581837,True,521.80050729207
"(0, 0)","(60, 90)",15,True,336.30275046234436,True,336.30275046234436,False,235.65149718241128
"(0, 0)","(60, 90)",20,True,262.78455882371765,True,262.78455882371765,True,242.64901100247428
"(0, 0)","(60, 90)",25,True,283.7236304327933,True,283.7236304327933,True,412.43945024085264
"(0, 0)","(60, 90)",30,True,316.01537510337704,True,329.9752820689383,True,185.24228313743288
"(0, 0)","(70, 20)",10,True,5476.176895125523,True,2461.019618688009,True,501.6481863703057
"(0, 0)","(70, 20)",15,True,4013.51064582374,True,2125.8006233833294,True,343.0832352251745
"(0, 0)","(70, 20)",20,True,2609.5861886989264,False,4024.3869055334135,False,479.58021152391507
"(0, 0)","(70, 20)",25,True,2401.90421218962,True,368.4740832874329,True,312.3177895216259
"(0, 0)","(70, 20)",30,True,2702.85963775073,True,388.113906733216,False,112.26274411932134
"(0, 0)","(70, 30)",10,True,2050.119792673278,True,1637.1074068272992,False,551.3485601650405
"(0, 0)","(70, 30)",15,True,1832.6488065627505,True,1635.545671777056,False,562.8197094170798
"(0, 0)","(70, 30)",20,False,5097.741661663892,False,4737.940014624303,True,342.3856531564875
"(0, 0)","(70, 30)",25,True,1200.0250735941895,True,416.1096051243169,True,89.99941677125969
"(0, 0)","(70, 30)",30,False,4852.486662556388,True,399.0441361206993,True,312.0296161826323
"(0, 0)","(70, 50)",10,True,764.1532468593022,False,8786.90288111413,True,342.2186326004204
"(0, 0)","(70, 50)",15,True,788.3110052658966,True,839.8707565353047,True,323.4754274775318
"(0, 0)","(70, 50)",20,True,816.1443882495086,True,692.0444372389161,True,318.7506917160945
"(0, 0)","(70, 50)",25,True,574.8262883770817,True,426.8033896478076,True,282.9478761375343
"(0, 0)","(70, 50)",30,False,5033.692361089547,False,4407.515120489381,True,148.2282463854583
"(0, 0)","(70, 70)",10,True,475.29217788877787,True,507.4929913633335,True,333.2491168249184
"(0, 0)","(70, 70)",15,True,521.9437352185641,True,436.4527237596171,True,471.09065759303127
"(0, 0)","(70, 70)",20,True,1006.6460750076391,True,1026.1385090310246,True,278.97126236033864
"(0, 0)","(70, 70)",25,True,496.98261918479886,True,379.6404227756917,True,314.9106682611802
"(0, 0)","(70, 70)",30,False,3758.7581662549383,False,2547.6953495341168,True,260.701966458558
"(0, 0)","(70, 90)",10,True,430.52216766381736,True,373.4899032578229,True,342.9427164669656
"(0, 0)","(70, 90)",15,True,387.0912565402924,True,387.0912565402924,True,225.3778517150075
"(0, 0)","(70, 90)",20,True,275.3038179019313,True,275.3038179019313,True,284.3041640306268
"(0, 0)","(70, 90)",25,True,301.68376060167776,True,301.68376060167776,True,201.1994477867855
"(0, 0)","(70, 90)",30,True,343.53661059529986,True,313.4896459621226,True,247.0657746577534
"(0, 0)","(80, 40)",10,True,2262.346964495655,True,1390.050782429191,True,447.76998183790283
"(0, 0)","(80, 40)",15,True,1534.146831731151,True,1258.9101727544255,False,552.6980803623389
"(0, 0)","(80, 40)",20,True,1440.502997188554,True,388.7201813355219,True,362.7263032424278
"(0, 0)","(80, 40)",25,True,896.7355239138568,True,887.2417125125868,True,328.46655061739756
"(0, 0)","(80, 40)",30,False,4515.186836736195,False,4756.3959670671165,True,320.7893045024827
"(0, 0)","(80, 60)",10,True,714.517809239862,True,720.9167787454578,False,577.8992322371604
"(0, 0)","(80, 60)",15,True,524.6645241389413,True,574.5373416724271,True,306.11702706897506
"(0, 0)","(80, 60)",20,True,443.3501880300938,True,358.9376215890555,True,327.4609974238597
"(0, 0)","(80, 60)",25,True,700.6440306532976,True,557.3889205675825,True,300.32241575659214
"(0, 0)","(80, 60)",30,True,371.7146312508518,True,308.25119410197004,True,257.114743740988
"(0, 0)","(80, 70)",10,True,479.6012451406946,True,395.47962005830084,True,435.669519685707
"(0, 0)","(80, 70)",15,True,607.5291554089501,True,466.9105340444368,True,328.9934495136213
"(0, 0)","(80, 70)",20,True,410.5929648490236,True,410.5929648490236,True,296.9467917951832
"(0, 0)","(80, 70)",25,True,329.5115496023846,True,329.5115496023846,True,201.12709968058002
"(0, 0)","(80, 70)",30,False,3942.912624576613,False,2919.1789375993103,True,240.6680690915643
"(0, 0)","(90, 20)",10,True,134.23090943494924,True,139.29755673089113,True,131.4557053507179
"(0, 0)","(90, 20)",15,True,124.57833261298767,True,124.57833261298767,True,230.9219121195694
"(0, 0)","(90, 20)",20,True,139.9946264122661,True,139.9946264122661,True,120.92432944631427
"(0, 0)","(90, 20)",25,True,142.90143965253486,True,142.90143965253486,True,119.07760885841432
"(0, 0)","(90, 20)",30,True,158.34091179106292,True,158.34091179106292,True,120.23344644023689
"(0, 0)","(90, 30)",10,True,142.77757975997494,True,142.77757975997494,True,168.6377247053239
"(0, 0)","(90, 30)",15,True,231.213843794928,True,210.40691366551607,True,128.95344903551972
"(0, 0)","(90, 30)",20,True,139.8484167944984,True,139.8484167944984,True,124.80907358543236
"(0, 0)","(90, 30)",25,False,7058.429047081238,False,5838.448894563538,True,167.18730802363274
"(0, 0)","(90, 30)",30,True,148.41190643904673,True,148.41190643904673,True,123.74421158604547
"(0, 0)","(90, 60)",10,True,1089.843304143551,True,772.8638891121117,True,442.6543305079126
"(0, 0)","(90, 60)",15,True,747.1416835637765,True,720.3079321199023,True,340.61689755269754
"(0, 0)","(90, 60)",20,True,544.1187511020751,True,568.1285491785477,True,322.3084239328079
"(0, 0)","(90, 60)",25,True,965.3946154978128,True,351.28112451258187,True,282.75121653856115
"(0, 0)","(90, 60)",30,False,5557.436133939388,False,4846.398785632406,True,284.52685314739017
